,Overall Status,CD,COFO ISSUE DATE,DWELLING UNIT CHANGED,ISSUE DATE,JOB ADDRESS,PC SUBMT DATE,PERMIT GROUP,PERMIT NUMBER,PERMIT SUB-TYPE,PERMIT TYPE,SQUARE FOOTAGE,STATUS DESCRIPTION,USE DESCRIPTION,WORK DESCRIPTION,ZIP CODE,ADDRESS COUNT,ISSUE YEAR,PC YEAR
3066,Permits without CofO,3.0,,1.0,2016-12-14 15:53:00,8510 N OSO AVE,,Building,16010-30000-04441,1 or 2 Family Dwelling,Bldg-New,1001.0,Issued,Dwelling - Single Family,"Fully Sprinklered 47'-6"" X 40' Irreg. Shaped 2nd Dwelling Per Ordiance #184510 W/ Attached Two Car Garage.",91306.0,1.0,2016.0,
3067,Applications Submitted,3.0,,1.0,,8511 N WINNETKA AVE,2017-06-28 00:00:00,Building,17016-20000-17665,1 or 2 Family Dwelling,Bldg-Alter/Repair,600.0,Corrections Issued,Accessory Dwelling Unit,Convert (E) 20' X 30' Detached Garage/Storage Building To (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069,91306.0,1.0,,2017.0
3068,Permits with CofO,6.0,,1.0,2016-01-12 15:51:00,8512 N VENTURA CANYON AVE,,Building,15014-20000-05365,1 or 2 Family Dwelling,Bldg-Addition,167.0,CofO Corrected,Duplex,"16'-1"" X 27' Addition Of Second Dwelling Unit Per Za 120; Convert 20'X 12'-10"" Breezeway To 1 Car Carport To Serve As Additional Parking For 2nd Dwelling Unit",91331.0,1.0,2016.0,
3069,Permits with CofO,6.0,2009-03-25 15:13:00,1.0,2006-07-28 00:00:00,8518 N CRANFORD AVE,,Building,05010-20000-00561,1 or 2 Family Dwelling,Bldg-New,3903.0,CofO Issued,Dwelling - Single Family,Second Dwelling And Attached Garage In A Through Lot Per Sec. 12.22c.19,91352.0,1.0,2006.0,
3070,Applications Submitted,10.0,,1.0,,8520 W MELVIL ST,2017-06-06 00:00:00,Building,17014-20000-02665,1 or 2 Family Dwelling,Bldg-Addition,821.0,Reviewed by Supervisor,Garage - Private,Addition To (E) Garage Of Accessory Dwelling Unit Per Ab2299 And Sb1069 On 2nd Floor And Rec Room On 1st Floor,90034.0,1.0,,2017.0
3071,Applications Submitted,5.0,,0.0,,8531-8533 W HORNER ST,2016-05-24 00:00:00,Building,16014-20000-02387,1 or 2 Family Dwelling,Bldg-Addition,3813.0,PC Info Complete,Duplex,"Two Story Addition Of 23'-0"" X 30'-0"" Irrg. To Rear Of (E) Two Story Duplex To Add Bathroom To The First Unit And Creat Recreation Room At First Floor And Add Master Bedroom W.I.C. And Bathroom To The Second Unit. All Work Per Engineering.",90035.0,1.0,,2016.0
3072,Permits without CofO,12.0,,1.0,2017-03-13 12:13:00,8535 N BOTHWELL ROAD,,Building,16010-20000-04419,1 or 2 Family Dwelling,Bldg-New,1124.0,Issued,Accessory Dwelling Unit,"New Two Story 20'-8"" X 30' Accessory Dwelling Unit Per Ab 2299 And Sb 1069",91324.0,1.0,2017.0,
3073,Permits without CofO,12.0,,1.0,2017-06-16 13:15:00,8535 N WOODLEY AVE,,Building,17016-20000-15693,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Accessory Dwelling Unit,"Convert (E) Storage Into A (N) Accessory Dwelling Unit Per Ab-2299 And Sb-1069.  ""Comply With Department Order Effective Date 10/06/2016. Permit Will Expire 30 Days From Issuance Date"". All Permits Shall Be For The Same Time Period Limitation.",91343.0,1.0,2017.0,
3074,Permits without CofO,12.0,,1.0,2017-06-20 11:08:00,8536 N PASO ROBLES AVE,,Building,17010-70000-00705,1 or 2 Family Dwelling,Bldg-New,1145.0,Issued,Accessory Dwelling Unit,New Detached Accessory Dwelling Unit At Rear Of The Lot Per Ab 2299 And Sb 1069.,91325.0,1.0,2017.0,
3075,Permits without CofO,6.0,,1.0,2017-03-28 16:17:00,8539-8541 N MOREHART AVE,,Building,17014-20000-00206,1 or 2 Family Dwelling,Bldg-Addition,458.0,Issued,Dwelling - Single Family,"Convert 19' X 20'-4"" Garage And 19'-9"" X 37'-5"" Portion Of Existing Sfd To Accessory Dwelling Unit Per Ab 2299 & Sb 1069 And Add 19'-4"" X 21'-6"" Carport. Work Per Wfpp. ""Comply With
Department Order Effective Date 06/13/2014. Permit Will Expire 30
Days From Issuance Date.
",91352.0,1.0,2017.0,
3076,Permits with CofO,12.0,2012-01-03 08:20:00,1.0,2010-10-15 13:46:00,8544-8546 N CHIMINEAS AVE,,Building,10016-20000-18897,1 or 2 Family Dwelling,Bldg-Alter/Repair,400.0,CofO Issued,Duplex,Convert (E) Garage To Unit With Bathroom And Kitchen Per Za Memo 120 To Create A Duplex.,91325.0,1.0,2010.0,
3077,Permits with CofO,8.0,2007-06-28 12:39:00,1.0,2006-12-12 00:00:00,855 W 75TH ST,,Building,06010-20000-03902,1 or 2 Family Dwelling,Bldg-New,702.0,CofO Issued,Dwelling - Single Family,"New 21'X32' Second Dwelling Unit With 4'X7'6"" Covered Porch. Construction Per Type V Sheet.",90044.0,1.0,2006.0,
3078,Applications Submitted,12.0,,1.0,,8553 N MELVIN AVE,2017-04-05 00:00:00,Building,17010-20000-01365,1 or 2 Family Dwelling,Bldg-New,195.0,Reviewed by Supervisor,Accessory Dwelling Unit,New 10' X 15' Accessory Dwelling Unit W/ An Attached 3' X 15' Patio Cover Per Ab 2299 And Sb 1069. All Work Per Wfpp. Comply With Department Order Effective Date 11/16/16. Permit Will Expire 30 Days From Issuance Date.,91324.0,1.0,,2017.0
3079,Permits without CofO,6.0,,1.0,2017-06-23 08:07:00,8565-8567 N HADDON AVE,,Building,17014-20000-02734,1 or 2 Family Dwelling,Bldg-Addition,477.0,Issued,Accessory Dwelling Unit,"Add 16'1"" X 9' To  Attached Garage And Convert To Accessory Dwelling Unit Per Ab 2299 & Sb1069",91352.0,1.0,2017.0,
3080,Permits without CofO,3.0,,1.0,2017-07-25 11:23:00,8602 N COMANCHE AVE,,Building,17016-20000-17389,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Dwelling - Single Family,Convert 33' X 27' Accessory Living Quarters To Accessory Dwelling Unit Per Ab 2299 And Sb 1069,91306.0,1.0,2017.0,
3081,Permits without CofO,12.0,,1.0,2015-09-11 12:37:00,8602 N WOODLEY AVE,,Building,15010-20000-01239,1 or 2 Family Dwelling,Bldg-New,1127.0,Issued,Dwelling - Single Family,"Build New 25' X 48'Single Story, Type V, 3-Bed/2-Bath, Nfpa13-D Sprinkler Throughout Detached 2nd Unit Per Memorandum Za-120.  All Constructions Are Per Wfpp Details.

",91343.0,1.0,2015.0,
3082,Applications Submitted,6.0,,1.0,,8608-8610 N SHARP AVE,2004-06-17 00:00:00,Building,04014-20000-05450,1 or 2 Family Dwelling,Bldg-Addition,414.0,Corrections Issued,Duplex,Convert (E) Sfd With Att. Carport To Duplex With Attached Carport. Second Dwelling Unit - 640 Sq.Ft. Max.  (Ab1866).,91352.0,1.0,,2004.0
3083,Permits with CofO,3.0,2015-04-21 14:39:00,1.0,2015-01-21 13:48:00,8612 N OAKDALE AVE,,Building,14014-20000-04540,1 or 2 Family Dwelling,Bldg-Addition,807.0,CofO Issued,Dwelling - Single Family,"Addition Of 11'-7""X24'-0"" To The South Side Of (E) Detached Storage Room .Convert (E) Detached Storage With The Addition (Total Of 24'X33'-7"") To 2nd Dwelling Per Memorandum No. Za120 . All Work Per Wfpp. Fire Sprinkler Nfpa13d.",91306.0,1.0,2015.0,
3084,Permits without CofO,12.0,,1.0,2013-09-24 11:43:00,8617 N LASAINE AVE,,Building,12010-20001-00567,1 or 2 Family Dwelling,Bldg-Alter/Repair,1061.0,Permit Finaled,Dwelling - Single Family,"Supplemental To 12010-20000-00567. To Convert An Existing Alq To Detached 2nd Dwelling Of 1061sf,  Per Za Memo 120. Fire Sprinklered. And To Correct Rfa Area.",91325.0,1.0,2013.0,
3085,Applications Submitted,2.0,,0.0,,8619 N BLUFFDALE DR,2017-06-09 00:00:00,Building,17016-20000-15561,1 or 2 Family Dwelling,Bldg-Alter/Repair,364.0,PC in Progress,Accessory Dwelling Unit,"Convert  ___X___ Garage And 37'-1"" X 24' Rec Room To Accessory Dwelling Unit Per Ab 2299 And Sb 1069",91352.0,1.0,,2017.0
3086,Permits without CofO,11.0,,1.0,2016-12-09 15:54:00,863 N NORMAN PL,,Building,16010-20000-00616,1 or 2 Family Dwelling,Bldg-New,1330.0,Issued,Dwelling - Single Family,"(N) 43'-6"" X 28'-2"" Detached 2nd Dwelling W/Att One Car Garage Below And Two Uncovered Parking And Coverd Patio, Per Ordinance# 184510. Fire Sprinkler Nfpa-13d. All Work Per Engineering. See Comments.",90049.0,1.0,2016.0,
3087,Applications Submitted,3.0,,1.0,,8637 N WINNETKA AVE,2015-08-19 00:00:00,Building,15014-20000-03810,1 or 2 Family Dwelling,Bldg-Addition,695.0,Reviewed by Supervisor,Duplex,"Add 30???' X 25'??? (N) Single Story Fully Sprinkler 2nd Unit Attached To The Rear Of (E) Sfd Per Za-120 And Wfpp
",91306.0,1.0,,2015.0
3088,Applications Submitted,2.0,,1.0,,8646 N BLUFFDALE DR,2016-03-04 00:00:00,Building,16016-20000-04864,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Verifications in Progress,Duplex,"Convert (E) Recreation Room And Portion Of Dwelling To Storage Room (Exterior Access) And (N) Attached 2nd Unit With Interior Remodeling Per Ordinance 184510.


",91352.0,1.0,,2016.0
3089,Permits without CofO,11.0,,1.0,2017-07-20 10:31:00,8646 S YORKTOWN AVE,,Building,17014-30000-02988,1 or 2 Family Dwelling,Bldg-Addition,2609.0,Issued,Dwelling - Single Family,Convert Existing Attached Garage Into Accessory Dwelling Unit Per Ab2299 And Sb1069. See Comments. ,90045.0,1.0,2017.0,
3090,Applications Submitted,6.0,,1.0,,8653 N NORRIS AVE,2017-05-10 00:00:00,Building,17016-20000-12241,1 or 2 Family Dwelling,Bldg-Alter/Repair,860.0,Verifications in Progress,Accessory Dwelling Unit,Cconvert Rec Room And Attached Storage To Accessory Dwelling Unit Per  Ab 2299 And Sb 1069.,91352.0,1.0,,2017.0
3091,Applications Submitted,4.0,,1.0,,867 S MUIRFIELD ROAD,2017-05-26 00:00:00,Building,17014-20000-02476,1 or 2 Family Dwelling,Bldg-Addition,,Reviewed by Supervisor,Garage - Private,"8'-4"" X 5'-6"" Addition & Convert (E) Det. Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069. **One Additional Parking Required**
""Comply With Department Order Effective Date
05/19/2017. Permit Will Expire 30 Days From Issuance Date""",90005.0,1.0,,2017.0
3092,Permits with CofO,11.0,2015-05-11 16:21:00,1.0,2013-04-08 11:41:00,8719 S MCCONNELL AVE,,Building,13010-70000-00177,1 or 2 Family Dwelling,Bldg-New,1044.0,CofO Issued,Dwelling - Single Family,"Construct A Two-Story, 1,112 Sq. Ft. Second Dwelling Unit With Attached 2-Car Garage At Rear Of Lot Per Za 120 (State Assembly Bill).  Proposed Dwelling Is Not Intended For Sale.  Four 55-Gal. Rain Barrels To Be Provided Per Bos Approval.",90045.0,1.0,2013.0,
3093,Permits with CofO,6.0,2012-11-16 09:26:00,1.0,2012-06-29 08:58:00,8728-8730 N SHARP AVE,,Building,12016-20000-09001,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,Convert 590 Sq Ft Portion Of (E) Sfd/Att Garage To 2nd Dwelling Unit Per Za# 120.(See Comments).,91352.0,1.0,2012.0,
3094,Permits without CofO,12.0,,1.0,2017-06-27 08:09:00,8732 N HAYVENHURST AVE,,Building,17014-20000-02733,1 or 2 Family Dwelling,Bldg-Addition,846.0,Issued,Accessory Dwelling Unit,"Convert (E) 20'-0"" X 20'-1"" Garage To Accessory Dwelling Unit Per Ab 2299 & Sb 1069 And Addition Of Irrg. 19'-10"" X 28'-3"" To New Accessory Dwelling Unit. All Work Per Wfpp. See Comments.",91343.0,1.0,2017.0,
3095,Permits without CofO,12.0,,1.0,2009-11-12 15:45:00,8734 N ETIWANDA AVE,,Building,09014-10000-01396,1 or 2 Family Dwelling,Bldg-Addition,588.0,Issued,Dwelling - Single Family,"Convert Existing Storage Room To Additional Unit. Approved Per State Assembly Bill 1866, Chapter 1062, Amending Government Code Sections 65583.1, 65852.2, And 65915.",91325.0,1.0,2009.0,
3096,Permits with CofO,7.0,2014-03-20 12:55:00,1.0,2013-08-05 08:43:00,8739-8739 1/2 W YATES ST,,Building,13014-20000-02206,1 or 2 Family Dwelling,Bldg-Addition,457.0,CofO Issued,Duplex,"Convert Irr Portion Of  Crawl Space/Unused Area(+ 457 S.F )Into 2nd Dwelling Unit Per  Za Memorendum#120.See Comments.""Comply With Department Order Effective Date
04/29/2013. Permit Will Expire 30 Days From Issuance Date""",91040.0,1.0,2013.0,
3097,Permits with CofO,6.0,2015-12-10 07:33:00,1.0,2014-12-12 11:39:00,8742-8744 N RANCHITO AVE,,Building,14014-20000-01459,1 or 2 Family Dwelling,Bldg-Addition,183.25,CofO Issued,Duplex,"To Convert A 10'X20' Portion Of An Existing Attached Garage  Into A 185.25 Sf , Second Dwelling Unit Per Za Memo 120. To Attach A 18'-6"" X  19'2"" One Car Carport.   ""Comply With Department Order Effective Date
10/09/2013. Permit Will Expire 30 Days From Issuance Date",91402.0,1.0,2014.0,
3098,Applications Submitted,4.0,,0.0,,875 S VICTORIA AVE,2004-02-02 00:00:00,Building,03014-30001-09713,1 or 2 Family Dwelling,Bldg-Alter/Repair,,No Progress,Dwelling - Single Family,Supplemental To Pcis Permit # 03014-30000-09713 To Change Proposed Rec. Room To A Second Unit.  ,90005.0,1.0,,2004.0
3099,Permits with CofO,9.0,2006-11-29 11:23:00,1.0,2005-08-25 00:00:00,875-877 E 57TH ST,,Building,05014-10000-07261,1 or 2 Family Dwelling,Bldg-Addition,913.0,CofO Issued,Duplex,"Add 2nd Unit To (E) Sfd , Convert Sfd Into Duplex Per Type V Sheet.",90011.0,1.0,2005.0,
3100,Permits with CofO,12.0,2015-08-27 13:59:00,1.0,2015-01-28 09:54:00,8750 N DARBY AVE,,Building,14010-20000-03017,1 or 2 Family Dwelling,Bldg-New,1200.0,CofO Issued,Dwelling - Single Family,Propose (N) Second Dwelling Unit (1200sf) With Attached 1 Car Carport [Per Za 120] _ All Work To Be Done Per La City Wood Frame Prescriptive Provisions. ,91325.0,1.0,2015.0,
3101,Permits with CofO,12.0,2016-12-06 16:15:00,1.0,2015-01-28 09:53:00,8754 N DARBY AVE,,Building,14010-20000-03018,1 or 2 Family Dwelling,Bldg-New,1200.0,CofO Issued,Dwelling - Single Family,Propose (N) Second Dwelling Unit (1200sf) With Attached 1 Car Carport [Per Za 120] _ All Work To Be Done Per La City Wood Frame Prescriptive Provisions. ,91325.0,1.0,2015.0,
3102,Applications Submitted,9.0,,1.0,,876 1/2 E 43RD PL,2006-05-24 00:00:00,Building,06010-10000-02190,1 or 2 Family Dwelling,Bldg-New,1660.0,Reviewed by Supervisor,Dwelling - Single Family,"New Two Story Single Family Dwelling At Rear Of Lot.
(This Is 2nd Dwelling On Lot.)
",90011.0,1.0,,2006.0
3103,Permits with CofO,12.0,2013-08-19 10:03:00,1.0,2012-12-17 15:10:00,8760 N AQUEDUCT AVE,,Building,12010-20000-02113,1 or 2 Family Dwelling,Bldg-New,1117.0,CofO Issued,Dwelling - Single Family,"New 33'9""X 49' Second Dwelling Unit With An Attached One Car Garage Per Za 120.  See Comments For More Information.",91343.0,1.0,2012.0,
3104,Applications Submitted,6.0,,1.0,,8765 N HADDON AVE,2009-02-26 00:00:00,Building,09014-20000-00574,1 or 2 Family Dwelling,Bldg-Addition,638.0,Corrections Issued,Duplex,"Add 2nd Dwg. Unit ( 640 Max Sf ) Per Type V Sheet Attached To (E) S.F.D. Per Ab1866 To Duplex W/ 1 Open Parking Stall.
( (E) Det 2-Car Garage For Main Dwg Unit To Remain )",91352.0,1.0,,2009.0
3105,Permits without CofO,6.0,,0.0,2017-04-21 13:02:00,8782-8782 1/2 N NORRIS AVE,,Building,17014-20000-01611,1 or 2 Family Dwelling,Bldg-Addition,754.0,Issued,Accessory Dwelling Unit,"Add Irregular Shape 33'1"" X 27'3"" To Detached Garage And Covert To Accessory Dwelling Unit With Exterior Access Laundry Room Per Ab 2299 & Sb 1065.  All Works Are Per Wfpp.",91352.0,1.0,2017.0,
3106,Applications Submitted,6.0,,1.0,,8809 N O'MELVENY AVE,2013-11-19 00:00:00,Building,13016-20000-23958,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Reviewed by Supervisor,Dwelling - Single Family,"Convert (E) Guest House To 2nd Dwlg Per Za Memo 120.  ""Comply With Dept. Order Dated 10/28/13.  This Permit Will Expire In 30 Days From Issuance Date.""",91352.0,1.0,,2013.0
3107,Permits with CofO,6.0,2011-08-10 08:15:00,1.0,2010-12-08 11:30:00,8814-8816 N CRANFORD AVE,,Building,10016-20000-21856,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,"Convert Ex 499 Sq.Ft. Portion Of (E) Sfd (2,456sf) To 2nd Dwelling Unit Per Za Memo No. 120, Thus Creating Duplex. Provide One Open Std Parking Stall Per Plan",91352.0,1.0,2010.0,
3108,Permits without CofO,11.0,,1.0,2017-06-07 13:46:00,8817 S KITTYHAWK AVE,,Building,17016-10000-14489,1 or 2 Family Dwelling,Bldg-Alter/Repair,413.0,Issued,Accessory Dwelling Unit,Convert (E) Workshop Into An Accessory Dwelling Unit Per Ab 2299 And Sb1069.,90045.0,1.0,2017.0,
3109,Permits without CofO,5.0,,1.0,2017-06-02 07:37:00,8820 W PICKFORD ST,,Building,17016-30000-13031,1 or 2 Family Dwelling,Bldg-Addition,360.0,Issued,Accessory Dwelling Unit,Convert Detached Garage To Adu  Per Ab 2299 & Sb 1069.,90035.0,1.0,2017.0,
3110,Permits without CofO,12.0,,1.0,2016-01-29 09:02:00,8821 N ENCINO AVE,,Building,15010-20000-04121,1 or 2 Family Dwelling,Bldg-New,1209.0,Issued,Dwelling - Single Family,"New Irr. 29'-6""X43' One-Story 2nd Dwelling Unit Per Za Memo 120. Type V Construction. Nfpa-13d Fire Sprinklers Throughout.",91325.0,1.0,2016.0,
3111,Permits with CofO,12.0,2017-07-11 15:14:00,1.0,2016-11-22 16:00:00,8821 N MONOGRAM AVE,,Building,16010-10000-00199,1 or 2 Family Dwelling,Bldg-New,1061.0,CofO Issued,Dwelling - Single Family,Second  Dwelling Unit Per Ordinance 184510. New 1 Story Dwelling (1061 Sq. Ft) & 1 Paved Parking Space Provided On Rear Yard.,91343.0,1.0,2016.0,
3112,Applications Submitted,6.0,,1.0,,8824 N TYRONE AVE,2016-02-08 00:00:00,Building,16010-70000-00529,1 or 2 Family Dwelling,Bldg-New,400.0,Reviewed by Supervisor,Dwelling - Single Family,New Single Family Dwelling Per State Assembly Bill 1866,91402.0,1.0,,2016.0
3113,Applications Submitted,6.0,,1.0,,8826 N TYRONE AVE,2017-02-27 00:00:00,Building,17014-70000-00801,1 or 2 Family Dwelling,Bldg-Addition,635.0,PC Info Complete,Garage - Private,Accessory Dwelling Unit Per Ab 2299  And Sb 1069. Addition To Existing Garage To Create A New Accessory Dwelling Unit.,91402.0,1.0,,2017.0
3114,Applications Submitted,12.0,,1.0,,8831 N NESTLE AVE,2017-05-11 00:00:00,Building,17010-20000-01857,1 or 2 Family Dwelling,Bldg-New,1160.0,Verifications in Progress,Accessory Dwelling Unit,New 29' X 40' Accessory Dwelling Unit Per Ab 2299 And Sb 1069 At Rear Of Lot. One Additional Parking Provided,91325.0,1.0,,2017.0
3115,Permits without CofO,12.0,,1.0,2017-03-28 11:16:00,8831 N SHOSHONE AVE,,Building,17016-20000-02967,1 or 2 Family Dwelling,Bldg-Alter/Repair,1339.0,Issued,Accessory Dwelling Unit,"Convert (E) 24'-0"" X 43'-6"" Accessory Living Quarters To Accessory Dwelling Unit Per Ab 2299 And Sb 1069. All Work Per ???? Comply With Department Order Effective Date
02/03/2017. Permit Will Expire 30 Days From Issuance Date",91325.0,1.0,2017.0,
3116,Applications Submitted,8.0,,1.0,,8832 S CIMARRON ST,2012-02-16 00:00:00,Building,12010-10000-00475,1 or 2 Family Dwelling,Bldg-New,622.5,PC Approved,Dwelling - Single Family,New  1-Story 2nd Dwelling Unit (Per Za Memorandum No. 120)  In R-1 Zone;  ,90047.0,1.0,,2012.0
3117,Permits with CofO,7.0,2014-08-27 14:50:00,1.0,2013-11-22 10:41:00,8844 N HELEN AVE,,Building,13010-20000-02142,1 or 2 Family Dwelling,Bldg-New,1117.0,CofO Issued,Dwelling - Single Family,"New Second Dwelling At Rear Of Lot, Per Za Memo 120.  [One Story 2 Bedrooms And 2 Bathrooms] Add One Additional Required Parking Space.",91040.0,1.0,2013.0,
3118,Permits without CofO,12.0,,1.0,2012-04-02 12:30:00,8855 N LINDLEY AVE,,Building,11010-20000-02171,1 or 2 Family Dwelling,Bldg-New,668.0,Issued,Dwelling - Single Family,"Add A Detached Second Dwelling/With An Attached Garage, Per Za 120, Ab1866. Fire Sprinklered Throughout.",91325.0,1.0,2012.0,
3119,Permits with CofO,3.0,2016-05-04 14:46:00,0.0,2015-12-15 09:57:00,8856-8858 N FULLBRIGHT AVE,,Building,15014-20000-04681,1 or 2 Family Dwelling,Bldg-Addition,1672.4,CofO Issued,Duplex,"Add 19'-2"" X 20'-10"" To The Rear Of (E) One Story Dwelling And Convert Proposed Addition To Second Dwelling Per Za 120. All Work Per Wfpp",91306.0,1.0,2015.0,
3120,Permits with CofO,6.0,2017-08-01 11:54:00,1.0,2016-03-11 14:36:00,8857 N TELFAIR AVE,,Building,15010-20000-04544,1 or 2 Family Dwelling,Bldg-New,1066.0,CofO Issued,Dwelling - Single Family,"New Irr. 30'-2""X40' One-Story 2nd Dwelling Unit Per Za Memo 120. All Work Per Wfpp. Type V Construction. Nfpa-13d Fire Sprinklers Throughout.",91352.0,1.0,2016.0,
3121,Applications Submitted,6.0,,,,8863 N REMICK AVE,2017-04-13 00:00:00,Building,16010-20001-04472,1 or 2 Family Dwelling,Bldg-New,,Corrections Issued,,Supplemental Permit To #16010-20000-04472 To Check Plans For Accessory Dwelling Unit Per Ab  Ab 2299 And Sb 1069,91352.0,1.0,,2017.0
3122,Permits without CofO,9.0,,1.0,2006-06-29 00:00:00,888 E 54TH ST,,Building,05010-20000-05014,1 or 2 Family Dwelling,Bldg-New,965.0,CofO in Progress,Dwelling - Single Family,New 2-Story Second Dwelling Unit W/ Attached 2-Car Garage.  ****Comply With Department Order Effective Date 03/17/2005. Permit Will Expire 30 Days From Issuance Date****,90011.0,1.0,2006.0,
3123,Applications Submitted,8.0,,1.0,,8884-8886 S VERMONT AVE,2009-08-25 00:00:00,Building,09016-10000-13233,1 or 2 Family Dwelling,Bldg-Addition,1128.0,Verifications in Progress,Duplex,"Unit Legalization; Convert Garage To Second Dwelling Unit, Add 17'-0"" X 5'-4"" 2nd Story Deck/First Floor Patio, And Provide (4) Open Standard Parking Spaces.",90044.0,1.0,,2009.0
3124,Permits with CofO,12.0,2012-10-04 14:21:00,1.0,2012-03-12 08:22:00,8902 N CANBY AVE,,Building,11010-20000-02241,1 or 2 Family Dwelling,Bldg-New,924.0,CofO Issued,Dwelling - Single Family,Second Dwelling Unit Per Za #120.,91325.0,1.0,2012.0,
3125,Permits with CofO,12.0,2011-01-24 08:53:00,1.0,2010-10-05 13:22:00,8903 N DARBY AVE,,Building,10010-20000-01678,1 or 2 Family Dwelling,Bldg-New,1171.0,CofO Issued,Dwelling - Single Family,"Proposed  ( 1171 S.F.)  2nd Unit  Per Za-120. Allwork Per Type V Sheet.
See Comments",91325.0,1.0,2010.0,
3126,Permits without CofO,6.0,,1.0,2017-07-06 15:43:00,8905 N SNOWDEN AVE,,Building,17016-10000-13100,1 or 2 Family Dwelling,Bldg-Addition,315.0,Issued,Accessory Dwelling Unit,"Convert (E) 2-Car Garage ( 18'-0""  X 19'-6"") To Accessory Dwelling Unit Per Ab 2299 And Sb 1069 (Adu) And Add A New 1-Carport ( 16'-6"" X 18').Comply With Department Order Effective Date
10/05/2015. Permit Will Expire 30 Days From Issuance Date",91331.0,1.0,2017.0,
3127,Applications Submitted,9.0,,1.0,,8905 S TOWNE AVE,2017-03-06 00:00:00,Building,17016-70000-05114,1 or 2 Family Dwelling,Bldg-Alter/Repair,372.0,Reviewed by Supervisor,Accessory Dwelling Unit,"Convert Existing Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069.

""Comply With Department Order Effective Date 02/08/2017. Permit Will Expire 30 Days From Issuance Date"".",90003.0,1.0,,2017.0
3128,Applications Submitted,6.0,,1.0,,8910 N NOBLE AVE,2017-05-10 00:00:00,Building,17010-20000-01771,1 or 2 Family Dwelling,Bldg-New,1200.0,Reviewed by Supervisor,Accessory Dwelling Unit,New Accessory Dwelling Unit Per Ab 2299 And Sb 1069. One Additional Parking Provided. Work Per Wfpp,91343.0,1.0,,2017.0
3129,Applications Submitted,6.0,,1.0,,8933 N KESTER AVE,2008-07-11 00:00:00,Building,08010-20000-01796,1 or 2 Family Dwelling,Bldg-Addition,,Verifications in Progress,Dwelling - Single Family,"New 2nd Dwelling Unit Per Ab1866.  ""Comply With Dept. Order Effective Date 5-22-2008.  Permit Will Expire 30 Days From Issuance Date"".",91402.0,1.0,,2008.0
3130,Permits without CofO,10.0,,1.0,2017-03-31 08:43:00,8936 W 24TH ST,,Building,17016-20000-06838,1 or 2 Family Dwelling,Bldg-Alter/Repair,224.0,Issued,Accessory Dwelling Unit,Convert (E) 17' X 15' Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069 ,90034.0,1.0,2017.0,
3131,Permits without CofO,6.0,,1.0,2017-04-18 09:31:00,8939 N COSTELLO AVE,,Building,17016-20000-03212,1 or 2 Family Dwelling,Bldg-Alter/Repair,375.0,Issued,Accessory Dwelling Unit,Convert (E) Detached Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069,91402.0,1.0,2017.0,
3132,Permits without CofO,10.0,,1.0,2017-06-30 15:25:00,8939 W HARGIS ST,,Building,17016-20000-15536,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Issued,Accessory Dwelling Unit,"Reframe Roof Of 17.5' X 19'8"" Detached Garage (1930la27449) And Convert To Accessory Dwelling Unit Per Ab2299 And Sb1069.  All Works Are Per Engineering.",90034.0,1.0,2017.0,
3133,Applications Submitted,9.0,,1.0,,894 E 35TH ST,2008-04-29 00:00:00,Building,08014-70000-01886,1 or 2 Family Dwelling,Bldg-Addition,2167.0,Reviewed by Supervisor,Duplex,Proposed (N) 2nd Unit (499 Sq Ft) To (E) Sfd Resulting In Duplex,90011.0,1.0,,2008.0
3134,Permits without CofO,6.0,,1.0,2017-07-07 07:37:00,8942 N CAYUGA AVE,,Building,17016-20000-13885,1 or 2 Family Dwelling,Bldg-Alter/Repair,2064.0,Issued,Dwelling - Single Family,Convert Ex Attached 2 - Car Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069. All Work Per Wfpp.,91352.0,1.0,2017.0,
3135,Permits with CofO,7.0,2015-01-22 07:30:00,1.0,2014-10-17 12:26:00,8948 N HELEN AVE,,Building,14016-30000-16376,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Dwelling - Single Family,Conversion Of Existing Accessory Living Quarters To A Single Family Dwelling Per Ab 1866.,91352.0,1.0,2014.0,
3136,Applications Submitted,12.0,,1.0,,8950 N CANBY AVE,2012-12-03 00:00:00,Building,12014-20000-04344,1 or 2 Family Dwelling,Bldg-Addition,,Reviewed by Supervisor,Duplex,"Convert Attached Garage To Second Dwelling Per Ab1866, Za 120 And Add Carport",91325.0,1.0,,2012.0
